,reconstruction_error,run,iterations,k,noise
383,0.34483681725353615,3,201,617,Salt and Pepper p=0.1 r=0.5
384,0.34434280184307003,4,201,617,Salt and Pepper p=0.1 r=0.5
385,0.38655348388213795,0,201,617,Salt and Pepper p=0.1 r=1
386,0.3842182766681736,1,201,617,Salt and Pepper p=0.1 r=1
387,0.38684476747606306,2,201,617,Salt and Pepper p=0.1 r=1
388,0.38730736565722307,3,201,617,Salt and Pepper p=0.1 r=1
389,0.38629355294857165,4,201,617,Salt and Pepper p=0.1 r=1
390,0.5404976901491595,0,201,617,Salt and Pepper p=0.3 r=0
391,0.5405394610813877,1,201,617,Salt and Pepper p=0.3 r=0
392,0.5407808856593848,2,201,617,Salt and Pepper p=0.3 r=0
393,0.540011409087912,3,201,617,Salt and Pepper p=0.3 r=0
394,0.5393078270168502,4,201,617,Salt and Pepper p=0.3 r=0
395,0.6079255439634093,0,201,617,Salt and Pepper p=0.3 r=0.5
396,0.6043399666223996,1,201,617,Salt and Pepper p=0.3 r=0.5
397,0.6073451198088221,2,201,617,Salt and Pepper p=0.3 r=0.5
398,0.6048794764839377,3,201,617,Salt and Pepper p=0.3 r=0.5
399,0.6066124905845308,4,201,617,Salt and Pepper p=0.3 r=0.5
400,0.6634155523185158,0,201,617,Salt and Pepper p=0.3 r=1
401,0.666552687180531,1,201,617,Salt and Pepper p=0.3 r=1
402,0.6703317025948725,2,201,617,Salt and Pepper p=0.3 r=1
403,0.6666729077172794,3,201,617,Salt and Pepper p=0.3 r=1
404,0.6595764579188603,4,201,617,Salt and Pepper p=0.3 r=1
405,0.7062697435677162,0,201,617,Salt and Pepper p=0.5 r=0
406,0.707119168720443,1,201,617,Salt and Pepper p=0.5 r=0
407,0.7063389400253683,2,201,617,Salt and Pepper p=0.5 r=0
408,0.7068710224372152,3,201,617,Salt and Pepper p=0.5 r=0
409,0.706373187952086,4,201,617,Salt and Pepper p=0.5 r=0
410,0.7890193758726985,0,201,617,Salt and Pepper p=0.5 r=0.5
411,0.7892713488733584,1,201,617,Salt and Pepper p=0.5 r=0.5
412,0.7907665902930426,2,201,617,Salt and Pepper p=0.5 r=0.5
413,0.7894790417318686,3,201,617,Salt and Pepper p=0.5 r=0.5
414,0.7870688574001777,4,201,617,Salt and Pepper p=0.5 r=0.5
415,0.8579877839740709,0,201,617,Salt and Pepper p=0.5 r=1
416,0.8561329606127326,1,201,617,Salt and Pepper p=0.5 r=1
417,0.8539322803628648,2,201,617,Salt and Pepper p=0.5 r=1
418,0.8566596015752224,3,201,617,Salt and Pepper p=0.5 r=1
419,0.8549943223968718,4,201,617,Salt and Pepper p=0.5 r=1
420,0.8374287837460446,0,201,617,Salt and Pepper p=0.7 r=0
421,0.8370794010612796,1,201,617,Salt and Pepper p=0.7 r=0
422,0.8365577875806872,2,201,617,Salt and Pepper p=0.7 r=0
423,0.8368270297857302,3,201,617,Salt and Pepper p=0.7 r=0
424,0.8364246437803897,4,201,617,Salt and Pepper p=0.7 r=0
425,0.9345724122169335,0,201,617,Salt and Pepper p=0.7 r=0.5
426,0.9323380377032723,1,201,617,Salt and Pepper p=0.7 r=0.5
427,0.9343363419145747,2,201,617,Salt and Pepper p=0.7 r=0.5
428,0.9309723489747755,3,201,617,Salt and Pepper p=0.7 r=0.5
429,0.9349799960825641,4,201,617,Salt and Pepper p=0.7 r=0.5
430,1.0223960906034906,0,201,617,Salt and Pepper p=0.7 r=1
431,1.0163336583072797,1,201,617,Salt and Pepper p=0.7 r=1
432,1.0138213933435936,2,201,617,Salt and Pepper p=0.7 r=1
433,1.0203084146986636,3,201,617,Salt and Pepper p=0.7 r=1
434,1.0233387006406192,4,201,617,Salt and Pepper p=0.7 r=1
435,0.9485721751168039,0,201,617,Salt and Pepper p=0.9 r=0
436,0.9487087010637723,1,201,617,Salt and Pepper p=0.9 r=0
437,0.9489291841478625,2,201,617,Salt and Pepper p=0.9 r=0
438,0.9487779787764857,3,201,617,Salt and Pepper p=0.9 r=0
439,0.9486446118941482,4,201,617,Salt and Pepper p=0.9 r=0
440,1.0605696069621582,0,201,617,Salt and Pepper p=0.9 r=0.5
441,1.060157274603524,1,201,617,Salt and Pepper p=0.9 r=0.5
442,1.058959117995353,2,201,617,Salt and Pepper p=0.9 r=0.5
443,1.0579152854648293,3,201,617,Salt and Pepper p=0.9 r=0.5
444,1.0611861389317876,4,201,617,Salt and Pepper p=0.9 r=0.5
445,1.1626428400276285,0,201,617,Salt and Pepper p=0.9 r=1
446,1.1575821790112748,1,201,617,Salt and Pepper p=0.9 r=1
447,1.1586599188575382,2,201,617,Salt and Pepper p=0.9 r=1
448,1.1610075849375139,3,201,617,Salt and Pepper p=0.9 r=1
449,1.162217209776436,4,201,617,Salt and Pepper p=0.9 r=1
450,0.30885193202410066,0,201,740,Salt and Pepper p=0.1 r=0
451,0.30811164693156573,1,201,740,Salt and Pepper p=0.1 r=0
452,0.3078982727312324,2,201,740,Salt and Pepper p=0.1 r=0
453,0.30840341437849067,3,201,740,Salt and Pepper p=0.1 r=0
454,0.30862441949514174,4,201,740,Salt and Pepper p=0.1 r=0
455,0.3487006434393371,0,201,740,Salt and Pepper p=0.1 r=0.5
456,0.3490432108907898,1,201,740,Salt and Pepper p=0.1 r=0.5
457,0.3476946990762258,2,201,740,Salt and Pepper p=0.1 r=0.5
458,0.34945596057324707,3,201,740,Salt and Pepper p=0.1 r=0.5
459,0.3511267224637347,4,201,740,Salt and Pepper p=0.1 r=0.5
460,0.3865142567907591,0,201,740,Salt and Pepper p=0.1 r=1
461,0.3894084990312493,1,201,740,Salt and Pepper p=0.1 r=1
462,0.39013084368735584,2,201,740,Salt and Pepper p=0.1 r=1
463,0.38857035006004653,3,201,740,Salt and Pepper p=0.1 r=1
464,0.38894625012906525,4,201,740,Salt and Pepper p=0.1 r=1
465,0.542931863397721,0,201,740,Salt and Pepper p=0.3 r=0
466,0.5442525923288823,1,201,740,Salt and Pepper p=0.3 r=0
467,0.5444322686977356,2,201,740,Salt and Pepper p=0.3 r=0
468,0.5442641013357504,3,201,740,Salt and Pepper p=0.3 r=0
469,0.5437624924831662,4,201,740,Salt and Pepper p=0.3 r=0
470,0.6092736598304477,0,201,740,Salt and Pepper p=0.3 r=0.5
471,0.6106272801224735,1,201,740,Salt and Pepper p=0.3 r=0.5
472,0.6083140149353161,2,201,740,Salt and Pepper p=0.3 r=0.5
473,0.6105969175465878,3,201,740,Salt and Pepper p=0.3 r=0.5
474,0.6097480543517969,4,201,740,Salt and Pepper p=0.3 r=0.5
475,0.6705123829521862,0,201,740,Salt and Pepper p=0.3 r=1
476,0.6713689156733793,1,201,740,Salt and Pepper p=0.3 r=1
477,0.6671007782923116,2,201,740,Salt and Pepper p=0.3 r=1
478,0.669497291810672,3,201,740,Salt and Pepper p=0.3 r=1
479,0.6687614881347078,4,201,740,Salt and Pepper p=0.3 r=1
480,0.7075921581902231,0,201,740,Salt and Pepper p=0.5 r=0
481,0.707881634859386,1,201,740,Salt and Pepper p=0.5 r=0
482,0.706633737787737,2,201,740,Salt and Pepper p=0.5 r=0
483,0.7063102138487385,3,201,740,Salt and Pepper p=0.5 r=0
484,0.7066968799278428,4,201,740,Salt and Pepper p=0.5 r=0
485,0.7899547432364581,0,201,740,Salt and Pepper p=0.5 r=0.5
486,0.7923576159012924,1,201,740,Salt and Pepper p=0.5 r=0.5
487,0.789777889032168,2,201,740,Salt and Pepper p=0.5 r=0.5
488,0.7877466745043094,3,201,740,Salt and Pepper p=0.5 r=0.5
489,0.792017439534588,4,201,740,Salt and Pepper p=0.5 r=0.5
490,0.8628257927892811,0,201,740,Salt and Pepper p=0.5 r=1
491,0.8623047652418844,1,201,740,Salt and Pepper p=0.5 r=1
492,0.8650811393858346,2,201,740,Salt and Pepper p=0.5 r=1
493,0.8566850191078815,3,201,740,Salt and Pepper p=0.5 r=1
494,0.8665158954498537,4,201,740,Salt and Pepper p=0.5 r=1
495,0.8364586455942028,0,201,740,Salt and Pepper p=0.7 r=0
496,0.8363141886725891,1,201,740,Salt and Pepper p=0.7 r=0
497,0.8365392688933871,2,201,740,Salt and Pepper p=0.7 r=0
498,0.8368858745780698,3,201,740,Salt and Pepper p=0.7 r=0
499,0.8370871207838321,4,201,740,Salt and Pepper p=0.7 r=0
500,0.9332354032980252,0,201,740,Salt and Pepper p=0.7 r=0.5
501,0.9359460282659902,1,201,740,Salt and Pepper p=0.7 r=0.5
502,0.9351032909426199,2,201,740,Salt and Pepper p=0.7 r=0.5
503,0.9394392495814797,3,201,740,Salt and Pepper p=0.7 r=0.5
504,0.9330910032399478,4,201,740,Salt and Pepper p=0.7 r=0.5
505,1.0271742478791417,0,201,740,Salt and Pepper p=0.7 r=1
506,1.02233597932787,1,201,740,Salt and Pepper p=0.7 r=1
507,1.0262444751226674,2,201,740,Salt and Pepper p=0.7 r=1
508,1.0260307822484498,3,201,740,Salt and Pepper p=0.7 r=1
509,1.023140290817169,4,201,740,Salt and Pepper p=0.7 r=1
510,0.9487739765945142,0,201,740,Salt and Pepper p=0.9 r=0
511,0.9486041839559025,1,201,740,Salt and Pepper p=0.9 r=0
512,0.9486488143514217,2,201,740,Salt and Pepper p=0.9 r=0
513,0.9485279811246665,3,201,740,Salt and Pepper p=0.9 r=0
514,0.9483075794863788,4,201,740,Salt and Pepper p=0.9 r=0
515,1.0620715639053069,0,201,740,Salt and Pepper p=0.9 r=0.5
516,1.061527470457806,1,201,740,Salt and Pepper p=0.9 r=0.5
517,1.0664838832657968,2,201,740,Salt and Pepper p=0.9 r=0.5
518,1.0630368612669938,3,201,740,Salt and Pepper p=0.9 r=0.5
519,1.064027027985699,4,201,740,Salt and Pepper p=0.9 r=0.5
520,1.1629191377110824,0,201,740,Salt and Pepper p=0.9 r=1
521,1.1588426323072525,1,201,740,Salt and Pepper p=0.9 r=1
522,1.160298948602186,2,201,740,Salt and Pepper p=0.9 r=1
523,1.1574528786075151,3,201,740,Salt and Pepper p=0.9 r=1
524,1.1584930938704987,4,201,740,Salt and Pepper p=0.9 r=1
525,0.311688379674102,0,201,863,Salt and Pepper p=0.1 r=0
526,0.312113074393123,1,201,863,Salt and Pepper p=0.1 r=0
527,0.3124245687534818,2,201,863,Salt and Pepper p=0.1 r=0
528,0.31212320600991367,3,201,863,Salt and Pepper p=0.1 r=0
529,0.31177993448643027,4,201,863,Salt and Pepper p=0.1 r=0
530,0.3508464036052088,0,201,863,Salt and Pepper p=0.1 r=0.5
531,0.3513830882048584,1,201,863,Salt and Pepper p=0.1 r=0.5
532,0.35170223049355004,2,201,863,Salt and Pepper p=0.1 r=0.5
533,0.35081876424758174,3,201,863,Salt and Pepper p=0.1 r=0.5
534,0.3527143290248249,4,201,863,Salt and Pepper p=0.1 r=0.5
535,0.3877225071808928,0,201,863,Salt and Pepper p=0.1 r=1
536,0.38885119557516046,1,201,863,Salt and Pepper p=0.1 r=1
537,0.38709653342190964,2,201,863,Salt and Pepper p=0.1 r=1
538,0.3896744013713017,3,201,863,Salt and Pepper p=0.1 r=1
539,0.39105225434315677,4,201,863,Salt and Pepper p=0.1 r=1
540,0.5452272245927012,0,201,863,Salt and Pepper p=0.3 r=0
541,0.5458645179292949,1,201,863,Salt and Pepper p=0.3 r=0
542,0.5458903699671818,2,201,863,Salt and Pepper p=0.3 r=0
543,0.5457211939876518,3,201,863,Salt and Pepper p=0.3 r=0
544,0.5451469205920698,4,201,863,Salt and Pepper p=0.3 r=0
545,0.6132608363009341,0,201,863,Salt and Pepper p=0.3 r=0.5
546,0.6112203528680201,1,201,863,Salt and Pepper p=0.3 r=0.5
547,0.6100272084906571,2,201,863,Salt and Pepper p=0.3 r=0.5
548,0.6110200610951733,3,201,863,Salt and Pepper p=0.3 r=0.5
549,0.6116982792600429,4,201,863,Salt and Pepper p=0.3 r=0.5
550,0.6694847445186355,0,201,863,Salt and Pepper p=0.3 r=1
551,0.6709657352790404,1,201,863,Salt and Pepper p=0.3 r=1
552,0.6715441062713927,2,201,863,Salt and Pepper p=0.3 r=1
553,0.670304014066018,3,201,863,Salt and Pepper p=0.3 r=1
554,0.6676792380758545,4,201,863,Salt and Pepper p=0.3 r=1
555,0.7066933285090242,0,201,863,Salt and Pepper p=0.5 r=0
556,0.7067808467025224,1,201,863,Salt and Pepper p=0.5 r=0
557,0.7065782366850799,2,201,863,Salt and Pepper p=0.5 r=0
558,0.7075503056888371,3,201,863,Salt and Pepper p=0.5 r=0
559,0.7073830998287296,4,201,863,Salt and Pepper p=0.5 r=0
560,0.79012305401829,0,201,863,Salt and Pepper p=0.5 r=0.5
561,0.7910327856934188,1,201,863,Salt and Pepper p=0.5 r=0.5
562,0.7913417079748812,2,201,863,Salt and Pepper p=0.5 r=0.5
563,0.7924656808641884,3,201,863,Salt and Pepper p=0.5 r=0.5
564,0.7910856162309997,4,201,863,Salt and Pepper p=0.5 r=0.5
565,0.8651726326682818,0,201,863,Salt and Pepper p=0.5 r=1
566,0.8671203005115989,1,201,863,Salt and Pepper p=0.5 r=1
567,0.8638744488790946,2,201,863,Salt and Pepper p=0.5 r=1
568,0.8683210479278541,3,201,863,Salt and Pepper p=0.5 r=1
569,0.8691015031436305,4,201,863,Salt and Pepper p=0.5 r=1
570,0.8361407025047892,0,201,863,Salt and Pepper p=0.7 r=0
571,0.8365997973578533,1,201,863,Salt and Pepper p=0.7 r=0
572,0.8364219475196155,2,201,863,Salt and Pepper p=0.7 r=0
573,0.8371392494975478,3,201,863,Salt and Pepper p=0.7 r=0
574,0.8368949346897706,4,201,863,Salt and Pepper p=0.7 r=0
575,0.9371089857517827,0,201,863,Salt and Pepper p=0.7 r=0.5
576,0.9361036635706533,1,201,863,Salt and Pepper p=0.7 r=0.5
577,0.9379431901121374,2,201,863,Salt and Pepper p=0.7 r=0.5
578,0.9355647996648347,3,201,863,Salt and Pepper p=0.7 r=0.5
579,0.9354773662759033,4,201,863,Salt and Pepper p=0.7 r=0.5
580,1.0193664118342822,0,201,863,Salt and Pepper p=0.7 r=1
581,1.0244567021092819,1,201,863,Salt and Pepper p=0.7 r=1
582,1.024293067299304,2,201,863,Salt and Pepper p=0.7 r=1
583,1.0264676176190164,3,201,863,Salt and Pepper p=0.7 r=1
584,1.0278924327876693,4,201,863,Salt and Pepper p=0.7 r=1
585,0.9484932586964253,0,201,863,Salt and Pepper p=0.9 r=0
586,0.9482933089941613,1,201,863,Salt and Pepper p=0.9 r=0
587,0.9488374726657645,2,201,863,Salt and Pepper p=0.9 r=0
588,0.9486509528917079,3,201,863,Salt and Pepper p=0.9 r=0
589,0.948697204365935,4,201,863,Salt and Pepper p=0.9 r=0
590,1.060286302798945,0,201,863,Salt and Pepper p=0.9 r=0.5
591,1.064167611421378,1,201,863,Salt and Pepper p=0.9 r=0.5
592,1.0627227646102713,2,201,863,Salt and Pepper p=0.9 r=0.5
593,1.06242236524739,3,201,863,Salt and Pepper p=0.9 r=0.5
594,1.0595585286737697,4,201,863,Salt and Pepper p=0.9 r=0.5
595,1.1647591005928584,0,201,863,Salt and Pepper p=0.9 r=1
596,1.1688380838124295,1,201,863,Salt and Pepper p=0.9 r=1
597,1.1542739003590998,2,201,863,Salt and Pepper p=0.9 r=1
598,1.1643384719771883,3,201,863,Salt and Pepper p=0.9 r=1
599,1.162594481444449,4,201,863,Salt and Pepper p=0.9 r=1
600,0.3146703111787965,0,201,986,Salt and Pepper p=0.1 r=0
601,0.31382459758562653,1,201,986,Salt and Pepper p=0.1 r=0
602,0.31369866043028277,2,201,986,Salt and Pepper p=0.1 r=0
603,0.31373518903576036,3,201,986,Salt and Pepper p=0.1 r=0
604,0.3135464951456657,4,201,986,Salt and Pepper p=0.1 r=0
605,0.35250995547658204,0,201,986,Salt and Pepper p=0.1 r=0.5
606,0.3540548502151511,1,201,986,Salt and Pepper p=0.1 r=0.5
607,0.3529156904748465,2,201,986,Salt and Pepper p=0.1 r=0.5
608,0.35353245748766576,3,201,986,Salt and Pepper p=0.1 r=0.5
609,0.35253880583941727,4,201,986,Salt and Pepper p=0.1 r=0.5
610,0.3897628487583797,0,201,986,Salt and Pepper p=0.1 r=1
611,0.38837422808392585,1,201,986,Salt and Pepper p=0.1 r=1
612,0.38840443426046967,2,201,986,Salt and Pepper p=0.1 r=1
613,0.3931807160199486,3,201,986,Salt and Pepper p=0.1 r=1
614,0.38882375042855827,4,201,986,Salt and Pepper p=0.1 r=1
615,0.546686914015573,0,201,986,Salt and Pepper p=0.3 r=0
616,0.5475091031450683,1,201,986,Salt and Pepper p=0.3 r=0
617,0.5477825629594286,2,201,986,Salt and Pepper p=0.3 r=0
618,0.5467980183888875,3,201,986,Salt and Pepper p=0.3 r=0
619,0.5467899451635119,4,201,986,Salt and Pepper p=0.3 r=0
620,0.6124827386938175,0,201,986,Salt and Pepper p=0.3 r=0.5
621,0.61221472535215,1,201,986,Salt and Pepper p=0.3 r=0.5
622,0.6121583618085362,2,201,986,Salt and Pepper p=0.3 r=0.5
623,0.6106563439851456,3,201,986,Salt and Pepper p=0.3 r=0.5
624,0.6133189276705829,4,201,986,Salt and Pepper p=0.3 r=0.5
625,0.673007032568869,0,201,986,Salt and Pepper p=0.3 r=1
626,0.669518428735351,1,201,986,Salt and Pepper p=0.3 r=1
627,0.6680512755000265,2,201,986,Salt and Pepper p=0.3 r=1
628,0.6766064208685395,3,201,986,Salt and Pepper p=0.3 r=1
629,0.6734951453274894,4,201,986,Salt and Pepper p=0.3 r=1
630,0.707939735154408,0,201,986,Salt and Pepper p=0.5 r=0
631,0.7067286518515331,1,201,986,Salt and Pepper p=0.5 r=0
632,0.7077633792842324,2,201,986,Salt and Pepper p=0.5 r=0
633,0.7061472135493363,3,201,986,Salt and Pepper p=0.5 r=0
634,0.7069370122658715,4,201,986,Salt and Pepper p=0.5 r=0
635,0.7897679738220532,0,201,986,Salt and Pepper p=0.5 r=0.5
636,0.7897821286308196,1,201,986,Salt and Pepper p=0.5 r=0.5
637,0.7927746215330249,2,201,986,Salt and Pepper p=0.5 r=0.5
638,0.791651263417295,3,201,986,Salt and Pepper p=0.5 r=0.5
639,0.7923283565090997,4,201,986,Salt and Pepper p=0.5 r=0.5
640,0.8689014804930576,0,201,986,Salt and Pepper p=0.5 r=1
641,0.864738215352446,1,201,986,Salt and Pepper p=0.5 r=1
642,0.8668060346670892,2,201,986,Salt and Pepper p=0.5 r=1
643,0.8704614845078857,3,201,986,Salt and Pepper p=0.5 r=1
644,0.8711863837862467,4,201,986,Salt and Pepper p=0.5 r=1
645,0.8369270969546035,0,201,986,Salt and Pepper p=0.7 r=0
646,0.836719136707359,1,201,986,Salt and Pepper p=0.7 r=0
647,0.8370886523610049,2,201,986,Salt and Pepper p=0.7 r=0
648,0.8364333668652798,3,201,986,Salt and Pepper p=0.7 r=0
649,0.8372326876825767,4,201,986,Salt and Pepper p=0.7 r=0
650,0.9375417258174744,0,201,986,Salt and Pepper p=0.7 r=0.5
651,0.9352617718461912,1,201,986,Salt and Pepper p=0.7 r=0.5
652,0.9340823973949642,2,201,986,Salt and Pepper p=0.7 r=0.5
653,0.9377953595751372,3,201,986,Salt and Pepper p=0.7 r=0.5
654,0.9382915537217299,4,201,986,Salt and Pepper p=0.7 r=0.5
655,1.0271123534289042,0,201,986,Salt and Pepper p=0.7 r=1
656,1.024258290395464,1,201,986,Salt and Pepper p=0.7 r=1
657,1.027501218834621,2,201,986,Salt and Pepper p=0.7 r=1
658,1.0302319283810735,3,201,986,Salt and Pepper p=0.7 r=1
659,1.0235180771411345,4,201,986,Salt and Pepper p=0.7 r=1
660,0.9483347126910475,0,201,986,Salt and Pepper p=0.9 r=0
661,0.9486076013777335,1,201,986,Salt and Pepper p=0.9 r=0
662,0.9487652386947448,2,201,986,Salt and Pepper p=0.9 r=0
663,0.948846064080123,3,201,986,Salt and Pepper p=0.9 r=0
664,0.9485729876606928,4,201,986,Salt and Pepper p=0.9 r=0
665,1.0624943345107802,0,201,986,Salt and Pepper p=0.9 r=0.5
666,1.062452520145223,1,201,986,Salt and Pepper p=0.9 r=0.5
667,1.0623445692410303,2,201,986,Salt and Pepper p=0.9 r=0.5
668,1.0635853139640163,3,201,986,Salt and Pepper p=0.9 r=0.5
669,1.0586284969051012,4,201,986,Salt and Pepper p=0.9 r=0.5
670,1.1620304897203162,0,201,986,Salt and Pepper p=0.9 r=1
671,1.1678197188430792,1,201,986,Salt and Pepper p=0.9 r=1
672,1.1633496177124583,2,201,986,Salt and Pepper p=0.9 r=1
673,1.1656977052498736,3,201,986,Salt and Pepper p=0.9 r=1
674,1.1679972596592794,4,201,986,Salt and Pepper p=0.9 r=1
675,0.3164354171628409,0,201,1110,Salt and Pepper p=0.1 r=0
676,0.3168730704565554,1,201,1110,Salt and Pepper p=0.1 r=0
677,0.316859531652663,2,201,1110,Salt and Pepper p=0.1 r=0
678,0.316217606053803,3,201,1110,Salt and Pepper p=0.1 r=0
679,0.3153063014634385,4,201,1110,Salt and Pepper p=0.1 r=0
680,0.3537533169142096,0,201,1110,Salt and Pepper p=0.1 r=0.5
681,0.35436326244645927,1,201,1110,Salt and Pepper p=0.1 r=0.5
682,0.35409128958027003,2,201,1110,Salt and Pepper p=0.1 r=0.5
683,0.35519377119574297,3,201,1110,Salt and Pepper p=0.1 r=0.5
684,0.35431323034000717,4,201,1110,Salt and Pepper p=0.1 r=0.5
685,0.38880037702340287,0,201,1110,Salt and Pepper p=0.1 r=1
686,0.38578950675992446,1,201,1110,Salt and Pepper p=0.1 r=1
687,0.3866154186055056,2,201,1110,Salt and Pepper p=0.1 r=1
688,0.38944148263469175,3,201,1110,Salt and Pepper p=0.1 r=1
689,0.3873931913459994,4,201,1110,Salt and Pepper p=0.1 r=1
690,0.5477857762494523,0,201,1110,Salt and Pepper p=0.3 r=0
691,0.5480556174534992,1,201,1110,Salt and Pepper p=0.3 r=0
692,0.5478726832192514,2,201,1110,Salt and Pepper p=0.3 r=0
693,0.5480847165893366,3,201,1110,Salt and Pepper p=0.3 r=0
694,0.5472555843985877,4,201,1110,Salt and Pepper p=0.3 r=0
695,0.613329742345166,0,201,1110,Salt and Pepper p=0.3 r=0.5
696,0.6157359803305853,1,201,1110,Salt and Pepper p=0.3 r=0.5
697,0.6127297708271068,2,201,1110,Salt and Pepper p=0.3 r=0.5
698,0.6116488272295921,3,201,1110,Salt and Pepper p=0.3 r=0.5
699,0.6132406516418906,4,201,1110,Salt and Pepper p=0.3 r=0.5
700,0.6669839400238705,0,201,1110,Salt and Pepper p=0.3 r=1
701,0.6734937204886576,1,201,1110,Salt and Pepper p=0.3 r=1
702,0.6746235751734384,2,201,1110,Salt and Pepper p=0.3 r=1
703,0.6721554328962128,3,201,1110,Salt and Pepper p=0.3 r=1
704,0.6722424590661035,4,201,1110,Salt and Pepper p=0.3 r=1
705,0.7077539292070565,0,201,1110,Salt and Pepper p=0.5 r=0
706,0.7070702920064421,1,201,1110,Salt and Pepper p=0.5 r=0
707,0.7070117632724205,2,201,1110,Salt and Pepper p=0.5 r=0
708,0.7067742277287535,3,201,1110,Salt and Pepper p=0.5 r=0
709,0.7072760073106785,4,201,1110,Salt and Pepper p=0.5 r=0
710,0.7916371755249128,0,201,1110,Salt and Pepper p=0.5 r=0.5
711,0.7935785370597097,1,201,1110,Salt and Pepper p=0.5 r=0.5
712,0.7898800561414974,2,201,1110,Salt and Pepper p=0.5 r=0.5
713,0.7879132634888769,3,201,1110,Salt and Pepper p=0.5 r=0.5
714,0.7909043034004271,4,201,1110,Salt and Pepper p=0.5 r=0.5
715,0.8675230960680503,0,201,1110,Salt and Pepper p=0.5 r=1
716,0.8650123011318129,1,201,1110,Salt and Pepper p=0.5 r=1
717,0.8666139172086699,2,201,1110,Salt and Pepper p=0.5 r=1
718,0.8686908650730165,3,201,1110,Salt and Pepper p=0.5 r=1
719,0.8717138095503805,4,201,1110,Salt and Pepper p=0.5 r=1
720,0.8368664747004851,0,201,1110,Salt and Pepper p=0.7 r=0
721,0.8365221997032881,1,201,1110,Salt and Pepper p=0.7 r=0
722,0.8363323633151891,2,201,1110,Salt and Pepper p=0.7 r=0
723,0.8364487650507239,3,201,1110,Salt and Pepper p=0.7 r=0
724,0.836599271374662,4,201,1110,Salt and Pepper p=0.7 r=0
725,0.9359149258534513,0,201,1110,Salt and Pepper p=0.7 r=0.5
726,0.9397456329704208,1,201,1110,Salt and Pepper p=0.7 r=0.5
727,0.9356244617965058,2,201,1110,Salt and Pepper p=0.7 r=0.5
728,0.9358896517188418,3,201,1110,Salt and Pepper p=0.7 r=0.5
729,0.9361718854040473,4,201,1110,Salt and Pepper p=0.7 r=0.5
730,1.0337450700679016,0,201,1110,Salt and Pepper p=0.7 r=1
731,1.02920825203956,1,201,1110,Salt and Pepper p=0.7 r=1
732,1.0290950271958252,2,201,1110,Salt and Pepper p=0.7 r=1
733,1.0304126924068573,3,201,1110,Salt and Pepper p=0.7 r=1
734,1.0290894429100454,4,201,1110,Salt and Pepper p=0.7 r=1
735,0.9485239546809281,0,201,1110,Salt and Pepper p=0.9 r=0
736,0.9484079262599127,1,201,1110,Salt and Pepper p=0.9 r=0
737,0.9488861088025375,2,201,1110,Salt and Pepper p=0.9 r=0
738,0.9490523756626678,3,201,1110,Salt and Pepper p=0.9 r=0
739,0.948841659446231,4,201,1110,Salt and Pepper p=0.9 r=0
740,1.0622692217964358,0,201,1110,Salt and Pepper p=0.9 r=0.5
741,1.0644120244316102,1,201,1110,Salt and Pepper p=0.9 r=0.5
742,1.0657731946478721,2,201,1110,Salt and Pepper p=0.9 r=0.5
743,1.0638834596667286,3,201,1110,Salt and Pepper p=0.9 r=0.5
744,1.0613371524689437,4,201,1110,Salt and Pepper p=0.9 r=0.5
745,1.1674138325777506,0,201,1110,Salt and Pepper p=0.9 r=1
746,1.1616491621515845,1,201,1110,Salt and Pepper p=0.9 r=1
747,1.1660757335147254,2,201,1110,Salt and Pepper p=0.9 r=1
748,1.1650523672112514,3,201,1110,Salt and Pepper p=0.9 r=1
749,1.167535923557849,4,201,1110,Salt and Pepper p=0.9 r=1
