None,
266.76882038941943,
259.97037155406355,
259.924813475039,
259.8658554019888,
259.7761696412825,
259.6240514686993,
259.3469362812244,
258.82362943480905,
257.8302307656271,
255.994886384518,
252.84011202080137,
248.12795489154433,
242.50551445011607,
237.4081483979618,
233.7337618418705,
231.3542018031953,
229.79875205193525,
228.70357082347093,
227.85979267294672,
227.15680275433053,
226.53489322926228,
225.9594877274485,
225.4091556505246,
224.8703967246,
224.33523079591572,
223.79987892875243,
223.2640203931693,
222.73037879647697,
222.20426865161355,
221.6927897695741,
221.203628589299,
220.7436948333131,
220.3179530031279,
219.92875552402612,
219.5757896024603,
219.25653122295688,
218.96697073851126,
218.70237004343807,
218.45788970301533,
218.2290211058365,
218.01183063078594,
217.80305836333372,
217.60012104071023,
217.40106087562688,
217.2044691705956,
217.0094019898112,
216.81529676707876,
216.62189371234498,
216.42916347424847,
216.23724173777595,
216.04637141067167,
215.85685317163126,
215.66900510320957,
215.48313182729993,
215.29950305266246,
215.11834085132716,
214.93981444164146,
214.76404088405027,
214.59108994949068,
214.42099149371614,
214.25374390981673,
214.08932256103645,
213.92768744610834,
213.7687896679462,
213.61257653450775,
213.45899530786508,
213.30799573746398,
213.15953157673448,
213.01356130222322,
212.87004824485976,
212.72896031588726,
212.5902694750958,
212.45395105347816,
212.3199830109059,
212.1883451842444,
212.0590185629632,
211.93198461696343,
211.80722469347555,
211.6847194949644,
211.56444864654046,
211.44639035857048,
211.33052118733187,
211.21681589338309,
211.10524739373764,
210.99578679998032,
210.88840353055326,
210.78306548198714,
210.67973924154768,
210.57839032303295,
210.47898340845748,
210.38148258104405,
210.28585153873854,
210.19205378179467,
210.10005277211454,
210.00981206540135,
209.92129541941688,
209.83446688259608,
209.7492908672328,
209.6657322106987,
209.58375622723082,
209.50332875198902,
209.42441617856974,
209.34698549095273,
209.2710042907622,
209.19644082064156,
209.12326398432387,
209.05144336362258,
208.98094923216917,
208.91175256538608,
208.84382504603056,
208.7771390647016,
208.71166771498307,
208.64738478329312,
208.58426473395147,
208.52228269033802,
208.46141441326066,
208.40163627771207,
208.34292524911658,
208.2852588599413,
208.22861518727387,
208.17297283168116,
208.1183108973976,
208.06460897375223,
208.0118471176391,
207.9600058368533,
207.90906607417276,
207.85900919216684,
207.8098169587992,
207.7614715339579,
207.71395545708702,
207.6672516360545,
207.621343337356,
207.57621417766555,
207.5318481166466,
207.48822945086377,
207.4453428085454,
207.40317314492768,
207.36170573784935,
207.32092618331205,
207.28082039072285,
207.24137457759755,
207.20257526357338,
207.164409263663,
207.12686368077016,
207.08992589759964,
207.05358356817018,
207.01782460921288,
206.98263719178158,
206.9480097333861,
206.91393089092557,
206.8803895545991,
206.84737484287223,
206.814876098459,
206.7828828851979,
206.75138498561168,
206.72037239893797,
206.68983533940582,
206.65976423456155,
206.63014972349927,
206.60098265488517,
206.5722540847036,
206.54395527369763,
206.51607768449355,
206.48861297840313,
206.46155301193207,
206.43488983301566,
206.40861567700793,
206.38272296246262,
206.35720428674668,
206.3320524215351,
206.30726030823072,
206.28282105336902,
206.25872792405278,
206.2349743434607,
206.21155388647594,
206.18846027545285,
206.16568737614577,
206.14322919380353,
206.12107986942937,
206.0992336761968,
206.0776850160091,
206.0564284161976,
206.03545852633496,
206.01477011516494,
205.99435806763967,
205.97421738205168,
205.95434316726744,
205.93473064004885,
205.91537512245708,
205.89627203933748,
205.8774169158712,
205.85880537518412,
205.84043313600714,
205.82229601037326,
205.80438990134243,
205.78671080074886,
205.7692547869581,
205.7520180226379,
205.73499675253422,
205.7181873012581,
205.70158607108522,
205.68518953977855,
205.66899425843917,
205.6529968494025,
205.63719400419188,
205.6215824815324,
205.6061591054581,
205.59092076350228,
205.5758644049897,
205.56098703943647,
205.54628573505215,
205.53175761734957,
205.5173998678542,
205.50320972290191,
205.48918447252115,
205.4753214593853,
205.46161807782252,
205.448071772871,
205.43468003936604,
205.42144042105548,
205.4083505097171,
205.3954079442875,
205.3826104099758,
205.36995563737432,
205.35744140155006,
205.34506552111347,
205.3328258572853,
205.3207203129387,
205.30874683164038,
205.29690339669693,
205.285188030205,
205.2735987921215,
205.26213377936097,
205.2507911249211,
205.23956899704478,
205.22846559841614,
205.21747916539002,
205.2066079672553,
205.1958503055217,
205.1852045132328,
205.1746689542959,
205.164242022825,
205.15392214249854,
205.14370776592304,
205.13359737401115,
205.1235894753633,
205.11368260566806,
205.10387532710465,
205.0941662277645,
205.08455392108263,
205.0750370452866,
205.06561426285054,
205.0562842599703,
205.04704574604264,
205.03789745315902,
205.02883813560555,
205.01986656937078,
205.01098155165926,
205.00218190041264,
204.9934664538339,
204.98483406991534,
204.9762836259742,
204.9678140181899,
204.95942416114812,
204.95111298738908,
204.94287944696327,
204.9347225069957,
204.9266411512562,
204.9186343797456,
204.91070120829212,
204.9028406681654,
204.89505180570796,
204.88733368198714,
204.8796853724719,
204.87210596672975,
204.86459456815282,
204.85715029370843,
204.8497722737115,
204.84245965162523,
204.83521158388092,
204.82802723971818,
204.82090580103522,
204.8138464622619,
204.80684843023198,
204.7999109240634,
204.79303317504505,
204.78621442651712,
204.77945393375208,
204.77275096383244,
204.76610479552178,
204.75951471913032,
204.75298003637266,
204.7465000602246,
204.740074114761,
204.73370153499872,
204.72738166672198,
204.72111386630056,
204.71489750050154,
204.70873194628788,
204.70261659060992,
204.6965508301863,
204.69053407127984,
204.6845657294659,
204.67864522940224,
204.6727720045972,
204.66694549718306,
204.66116515770068,
204.65543044489036,
204.64974082550484,
204.64409577413142,
204.63849477303984,
204.632937312042,
204.62742288837345,
204.621951006588,
204.61652117846984,
204.6111329229514,
204.60578576604414,
204.60047924077136,
204.5952128871023,
204.5899862518905,
204.58479888880342,
204.57965035825166,
204.57454022731517,
204.569468069657,
204.56443346544214,
204.5594360012418,
204.5544752699423,
204.5495508706454,
204.5446624085676,
204.53980949494127,
204.53499174691234,
204.53020878743806,
204.52546024518315,
204.5207457544216,
204.51606495492805,
204.511417491882,
204.50680301575343,
204.50222118220412,
204.4976716519745,
204.49315409077656,
204.48866816918098,
204.48421356250685,
204.47978995070676,
204.47539701825798,
204.4710344540483,
204.46670195127226,
204.4623992073225,
204.4581259236857,
204.45388180584638,
204.44966656318144,
204.44547990887014,
204.44132155979256,
204.43719123643257,
204.43308866277863,
204.42901356621857,
204.42496567743754,
204.42094473030627,
204.4169504617764,
204.412982611766,
204.4090409230568,
204.4051251411927,
204.4012350143826,
204.3973702934236,
204.39353073162687,
204.38971608476467,
204.3859261110326,
204.38216057102701,
204.37841922774072,
204.3747018465733,
204.3710081953553,
204.36733804438592,
204.36369116647262,
204.3600673369881,
204.35646633391994,
204.35288793792188,
204.34933193236435,
204.34579810337235,
204.3422862398535,
204.3387961335146,
204.33532757885897,
204.3318803731709,
204.32845431647985,
204.32504921151158,
204.3216648636219,
204.31830108072586,
204.3149576732149,
204.31163445387483,
204.30833123780639,
204.30504784234859,
204.30178408701693,
204.29853979344566,
204.2953147853528,
204.2921088885081,
204.28892193071692,
204.28575374181463,
204.2826041536679,
204.2794730001755,
204.27636011727895,
204.27326534296543,
204.27018851727175,
204.26712948228177,
204.26408808212122,
204.26106416293786,
204.25805757288435,
204.25506816208522,
204.25209578260035,
204.24914028838072,
204.2462015352154,
204.24327938067464,
204.24037368404387,
204.23748430625835,
204.23461110982765,
204.2317539587648,
204.22891271850818,
204.22608725585204,
204.22327743887305,
204.2204831368648,
204.21770422027816,
204.21494056066922,
204.2121920306527,
204.2094585038708,
204.20673985496452,
204.20403595955727,
204.20134669424775,
204.198671936609,
204.19601156519286,
204.1933654595432,
204.19073350020636,
204.18811556875116,
204.18551154778555,
204.18292132097062,
204.18034477304215,
204.17778178982047,
204.17523225822623,
204.17269606629046,
204.17017310316137,
204.16766325911436,
204.165166425553,
204.16268249501786,
204.16021136118556,
204.15775291887388,
204.15530706404536,
204.15287369380985,
204.15045270642895,
204.14804400132422,
204.1456474790807,
204.1432630414583,
204.14089059139974,
204.13853003304195,
204.13618127172768,
204.13384421401926,
204.13151876770797,
204.1292048418281,
204.12690234666562,
204.12461119376738,
204.12233129594344,
204.1200625672703,
204.11780492308517,
204.11555827997498,
204.1133225557633,
204.1110976694838,
204.10888354135082
